PDB,mutated_pdb,mutated_conflicts,conflicted_pdb,all_conflicts
4KW4,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, SEEREMARK999, CHROMOPHORE,REM999, CHROMOPHORE, ENGINEEREDMUTATION"
5OX9,True,"ENGINEEREDMUTATION, CONFLICT",True,"INITIATINGMETHIONINE, EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE, CONFLICT"
1RMM,False,,True,CHROMOPHORE
2O2B,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
2AWL,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
4J88,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, SEEREMARK999"
2H9W,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
4KW9,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, SEEREMARK999, CHROMOPHORE,REM999, CHROMOPHORE, ENGINEEREDMUTATION"
5T3I,True,CONFLICT,True,"INITIATINGMETHIONINE, EXPRESSIONTAG, CONFLICT, CHROMOPHORE"
4KA9,True,"INSERTION, DELETION, ENGINEEREDMUTATION, CONFLICT",True,"INSERTION, DELETION, ENGINEEREDMUTATION, CHROMOPHORE, CONFLICT"
4LQU,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
1QY3,True,ENGINEERED,True,ENGINEERED
1JBY,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3UG0,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, SEEREMARK999"
2OKW,True,ENGINEERED,True,"SEEREMARK999, CHROMOPHORE, ENGINEERED"
4KEX,True,"INSERTION, ENGINEEREDMUTATION, DELETION, CONFLICT",True,"INSERTION, ENGINEEREDMUTATION, CHROMOPHORE, DELETION, CONFLICT"
1EMG,False,,True,"CHROMOPHORE, CLONINGARTIFACT"
4L12,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
3SSP,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
2EMD,True,"INSERTION, ENGINEERED",True,"INSERTION, ENGINEERED, CHROMOPHORE, CLONINGARTIFACT"
1GFL,False,,False,
5HBD,True,"ENGINEEREDMUTATION, CONFLICT",True,"CHROMOPHORE, ENGINEEREDMUTATION, CONFLICT, EXPRESSIONTAG"
1QXT,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED"
4J89,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, SEEREMARK999"
2HGY,True,ENGINEERED,True,"INITIATINGMETHIONINE, CLONINGARTIFACT, CHROMOPHORE, ENGINEERED"
5O8C,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
5O8A,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
1HCJ,True,CONFLICT,True,"CONFLICT, CHROMOPHORE"
5O89,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
4ORN,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
1EMK,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE, CLONINGARTIFACT"
1EMB,False,,True,CHROMOPHORE
1BFP,True,ENGINEERED,True,"CHROMOPHORE, CLONINGARTIFACT, ENGINEERED"
2Q6P,True,ENGINEERED,True,"MODIFIEDRESIDUE, ENGINEERED, CHROMOPHORE"
3SSY,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
3SVD,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
1RRX,False,,True,CHROMOPHORE
5JZL,True,CONFLICT,True,"INITIATINGMETHIONINE, EXPRESSIONTAG, CONFLICT, CHROMOPHORE"
3GJ1,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
1MYW,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
4NDJ,False,,True,"INITIATINGMETHIONINE, SEEREMARK999, CHROMOPHORE, EXPRESSIONTAG"
5DPG,True,ENGINEEREDMUTATION,True,"INITIATINGMETHIONINE, ENGINEEREDMUTATION, CHROMOPHORE"
3SSV,True,"INSERTION, ENGINEEREDMUTATION",True,"INSERTION, CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
1F0B,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
5HGE,True,ENGINEEREDMUTATION,True,"CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
1JC1,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
2EMN,True,"INSERTION, ENGINEERED",True,"INSERTION, ENGINEERED, CHROMOPHORE, CLONINGARTIFACT"
1EMF,True,"ENGINEERED, CONFLICT",True,"ENGINEERED, CHROMOPHORE, CONFLICT"
5JZK,True,CONFLICT,True,"INITIATINGMETHIONINE, EXPRESSIONTAG, CONFLICT, CHROMOPHORE"
3GJ2,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
1F09,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3V3D,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
1JC0,True,"CONFLICT, DELETION",True,"CONFLICT, DELETION"
4OGS,True,ENGINEEREDMUTATION,True,"CHROMOPHORE, ENGINEEREDMUTATION"
1B9C,True,ENGINEEREDMUTATION,True,"CHROMOPHORE, ENGINEEREDMUTATION"
2OKY,True,ENGINEERED,True,"SEEREMARK999, CHROMOPHORE, ENGINEERED"
1YFP,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED, CLONINGARTIFACT"
2AHA,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
5BT0,True,CONFLICT,True,"EXPRESSIONTAG, CONFLICT, CHROMOPHORE"
2YFP,True,CONFLICT,True,"CHROMOPHORE,SEEREMARK999, CONFLICT"
1EMM,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE, CLONINGARTIFACT"
1EMC,True,"ENGINEERED, CONFLICT",True,"ENGINEERED, CHROMOPHORE, CONFLICT"
1EML,True,"ENGINEERED, CONFLICT",True,"ENGINEERED, CHROMOPHORE, CLONINGARTIFACT, CONFLICT"
5BTT,True,CONFLICT,True,"EXPRESSIONTAG, CONFLICT, CHROMOPHORE"
3OGO,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
3K1K,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
1HUY,True,ENGINEERED,True,"SEEREMARK999, CHROMOPHORE, ENGINEERED, CLONINGARTIFACT"
2EMO,True,"INSERTION, ENGINEERED",True,"INSERTION, ENGINEERED, CHROMOPHORE, CLONINGARTIFACT"
3MIQ,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
1EME,True,"ENGINEERED, CONFLICT",True,"ENGINEERED, CHROMOPHORE, CONFLICT"
2AH8,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
1C4F,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
5DU0,True,"ENGINEEREDMUTATION, CONFLICT",True,"INITIATINGMETHIONINE, EXPRESSIONTAG, ENGINEEREDMUTATION, CONFLICT, CHROMOPHORE"
1RM9,True,CONFLICT,True,"CHROMOPHORE, CONFLICT"
1KP5,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
4LW5,True,"ENGINEEREDMUTATION, INSERTION",True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE, INSERTION"
3VHT,False,,True,LINKER
1RMP,False,,True,CHROMOPHORE
4KW8,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, SEEREMARK999, CHROMOPHOR,REM999, CHROMOPHORE, ENGINEEREDMUTATION"
5HZO,True,"CONFLICT, ENGINEEREDMUTATION",True,"CHROMOPHORE, CONFLICT, ENGINEEREDMUTATION"
5DPJ,True,ENGINEEREDMUTATION,True,"INITIATINGMETHIONINE, ENGINEEREDMUTATION, CHROMOPHORE"
5DPI,True,ENGINEEREDMUTATION,True,"INITIATINGMETHIONINE, ENGINEEREDMUTATION, CHROMOPHORE"
4JFG,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION"
1CV7,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
5DY6,True,"CONFLICT, ENGINEEREDMUTATION",True,"CONFLICT, CHROMOPHORE, ENGINEEREDMUTATION"
5HW9,True,ENGINEEREDMUTATION,True,"CHROMOPHORE, ENGINEEREDMUTATION, EXPRESSIONTAG"
5B61,False,,False,
2RH7,False,,True,"CHROMOPHORE, EXPRESSIONTAG"
2PSL,False,,True,"CHROMOPHORE, CLONINGARTIFACT, HISTAG"
2ARL,True,ENGINEERED,True,"EXPRESSIONTAG, SEEREMARK999, CHROMOPHORE, ENGINEERED"
1MOU,False,,True,"EXPRESSIONTAG, CHROMOPHORE"
1MOV,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
1GGX,False,,True,CHROMOPHORE
1G7K,True,INSERTION,True,"INSERTION, CHROMOPHORE"
2H8Q,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
1UIS,False,,True,"CLONINGARTIFACT, CHROMOPHORE"
3LVC,True,ENGINEERED,True,ENGINEERED
5DRF,False,,False,
5DRG,False,,False,
5DQB,False,,False,
5DQM,False,,False,
3LVA,True,ENGINEERED,True,ENGINEERED
3LVD,True,ENGINEERED,True,ENGINEERED
4ZIN,True,CONFLICT,True,"CHROMOPHORE, CONFLICT"
3NT3,False,,False,
3SVS,False,,False,
3SVN,False,,False,
3SVR,False,,False,
3SVO,False,,False,
3NT9,False,,False,
3SVU,False,,False,
2QLE,True,ENGINEEREDMUTATION,True,"CHROMOPHORE, ENGINEEREDMUTATION"
4RYS,False,,False,
2IB5,False,,True,"EXPRESSIONTAG, CHROMOPHORE"
2IB6,False,,True,"EXPRESSIONTAG, CHROMOPHORE"
3NED,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
2H5O,False,,False,
3LF3,False,,True,CHROMOPHORE
2QLI,True,ENGINEERED,True,ENGINEERED
1ZGO,False,,True,CHROMOPHORE
2H5P,False,,False,
2VAD,False,,False,
2VAE,False,,False,
2H5R,False,,False,
2H5Q,False,,False,
5LK4,False,,False,
3KCS,False,,False,
1ZGQ,False,,True,CHROMOPHORE
2QLH,True,ENGINEERED,True,ENGINEERED
1ZGP,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3KCT,False,,False,
3NEZ,False,,True,"CHROMOPHORE, MICROHETEROGENEITY"
5H89,False,,False,
2V4E,False,,False,
5H88,False,,False,
5H87,False,,False,
2P4M,True,ENGINEERED,True,"SEEREMARK999, CHROMOPHORE, ENGINEERED"
3VIC,False,,True,"EXPRESSIONTAG, CHROMOPHORE"
3VK1,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
2VZX,True,CONFLICT,True,"CONFLICT, CHROMOPHORE"
2QLG,False,,True,CHROMOPHORE
4H3M,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
4H3L,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
4H3N,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
3NF0,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
3CGL,False,,True,EXPRESSIONTAG
5BQL,False,,False,
5J3N,True,ENGINEEREDMUTATION,True,"INITIATINGMETHIONINE, EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION, LINKER"
1YZW,False,,True,"SEEREMARK999, CHROMOPHORE"
2WUR,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
2WSO,True,CONFLICT,True,"CONFLICT, CHROMOPHORE"
2HQZ,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
2DUH,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
4AS8,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE, CLONINGARTIFACT"
2DUE,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
1YJF,True,"INSERTION, ENGINEERED",True,"INITIATINGMETHIONINE, INSERTION, CHROMOPHORE, ENGINEERED"
2WSN,True,CONFLICT,True,"CONFLICT, CHROMOPHORE"
2DUI,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
2Y0G,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
2DUG,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
2B3P,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE, EXPRESSIONTAG"
1YJ2,True,"INSERTION, ENGINEERED",True,"INITIATINGMETHIONINE, INSERTION, CHROMOPHORE, ENGINEERED"
4AR7,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
2DUF,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3ZTF,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
4B5Y,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE, CLONINGARTIFACT"
2YE0,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
1Z1Q,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
1YHH,True,"INSERTION, ENGINEERED",True,"INITIATINGMETHIONINE, INSERTION, ENGINEERED"
1Z1P,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
2Q57,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
2YDZ,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
2YE1,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
1W7S,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
1W7T,True,ENGINEEREDMUTATION,True,"CHROMOPHORE, ENGINEEREDMUTATION"
1W7U,True,ENGINEEREDMUTATION,True,"CHROMOPHORE, ENGINEEREDMUTATION"
3ST3,False,,False,
2B3Q,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE, EXPRESSIONTAG"
3ST2,False,,False,
1YHI,True,"INSERTION, ENGINEERED",True,"INITIATINGMETHIONINE, INSERTION, ENGINEERED"
3ST4,False,,False,
3ED8,False,,True,"CHROMOPHORE,SEEREMARK999"
1YHG,True,"INSERTION, ENGINEERED",True,"INITIATINGMETHIONINE, INSERTION, ENGINEERED"
4BDU,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE, LINKER"
2WHT,False,,True,CHROMOPHORE
3IR8,False,,True,"EXPRESSIONTAG, CHROMOPHORE"
2WHS,False,,True,CHROMOPHORE
2WHU,False,,True,CHROMOPHORE
1XMZ,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
2C9I,False,,True,CHROMOPHORE
3PIB,False,,False,
3U0L,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
3E5T,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3IP2,False,,False,
4EDS,False,,False,
3PJ5,False,,False,
3U0N,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
3E5W,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3PJB,False,,False,
4EDO,False,,False,
3U0M,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
3BX9,False,,False,
4OJ0,True,"CONFLICT, ENGINEEREDMUTATION",True,"EXPRESSIONTAG, CONFLICT, CHROMOPHORE, ENGINEEREDMUTATION"
3PJ7,False,,False,
3BXA,False,,False,
3H1O,False,,False,
4OQW,True,CONFLICT,True,"EXPRESSIONTAG, CONFLICT, CHROMOPHORE"
3E5V,True,ENGINEERED,True,"CHROMOPHORE, ENGINEERED"
3H1R,False,,False,
3BXC,False,,False,
3BXB,False,,False,
5OXC,True,"INSERTION, ENGINEEREDMUTATION, CONFLICT",True,"INSERTION, ENGINEEREDMUTATION, CHROMOPHORE, CONFLICT"
1GL4,False,,False,
1H4U,False,,False,
5LTR,False,,False,
4HVF,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
4JGE,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
5LTP,False,,False,
4JEO,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
4JF9,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
5LTQ,False,,True,"INITIATINGMETHIONINE, EXPRESSIONTAG, CHROMOPHORE, VARIANT"
2A46,False,,True,"EXPRESSIONTAG, CHROMOPHORE"
2A47,True,ENGINEERED,True,"EXPRESSIONTAG, CLONINGARTIFACT, CHROMOPHORE, ENGINEERED"
2A48,True,ENGINEERED,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEERED"
2WIQ,False,,True,CHROMOPHORE
4B30,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
3GB3,False,,False,
3GL4,False,,True,CHROMOPHORE
2WIS,False,,True,CHROMOPHORE
4DKN,True,CONFLICT,True,"EXPRESSIONTAG, CHROMOPHORE, CONFLICT"
4DKM,True,CONFLICT,True,"CHROMOPHORE, CONFLICT"
2C9J,False,,True,CHROMOPHORE
2DD7,False,,True,CHROMOPHORE
2DD9,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
4Q9W,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
2HQK,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
4R6D,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
2OTE,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
4Q9X,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
2OTB,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
4Q7U,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
4Q7R,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
5FHV,False,,False,
4Q7T,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, ENGINEEREDMUTATION, CHROMOPHORE"
5EXB,False,,True,"INITIATINGMETHIONINE, EXPRESSIONTAG, CHROMOPHORE"
2Z1O,False,,True,EXPRESSIONTAG
2GX2,False,,True,"EXPRESSIONTAG, CHROMOPHORE"
2Z6Z,False,,True,EXPRESSIONTAG
2GX0,False,,True,"EXPRESSIONTAG, CHROMOPHORE"
2POX,False,,True,"EXPRESSIONTAG, CHROMOPHORE"
4EMQ,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
2Z6Y,False,,True,EXPRESSIONTAG
2IE2,False,,True,CHROMOPHORE
3ZUF,True,CONFLICT,True,"CONFLICT, CHROMOPHORE"
2IOV,False,,True,"CLONINGARTIFACT, CHROMOPHORE"
3ZUJ,True,CONFLICT,True,"CONFLICT, CHROMOPHORE"
3ZUL,True,CONFLICT,True,"CONFLICT, CHROMOPHORE"
5HZU,False,,True,CHROMOPHORE
4UTS,True,ENGINEEREDMUTATION,True,"CHROMOPHORE, ENGINEEREDMUTATION"
5HZS,False,,True,CHROMOPHORE
5HZT,False,,True,CHROMOPHORE
4OHS,False,,False,
2DDD,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
1XSS,True,CONFLICT,True,"CONFLICT, CHROMOPHORE"
2DDC,True,ENGINEERED,True,"ENGINEERED, CHROMOPHORE"
4P76,True,ENGINEEREDMUTATION,True,"CLONINGARTIFACT, CHROMOPHORE, ENGINEEREDMUTATION"
2EJH,False,,False,
2ZO6,False,,False,
2EJI,False,,False,
2ZO7,False,,False,
2EJO,False,,True,EXPRESSIONTAG
2ZMU,False,,True,"CHROMOPHORE, EXPRESSIONTAG"
2EJP,False,,True,EXPRESSIONTAG
2ZMW,False,,True,"CHROMOPHORE, EXPRESSIONTAG"
2VVH,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
3TMR,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
5OQ9,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
5OQA,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
2VVJ,True,ENGINEEREDMUTATION,True,"CHROMOPHORE, ENGINEEREDMUTATION"
2VVI,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
2BTJ,False,,True,CHROMOPHORE
3S05,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
4LJC,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
1ZUX,False,,True,CHROMOPHORE
5FVG,True,CONFLICT,True,"EXPRESSIONTAG, CHROMOPHORE, CONFLICT"
5OOZ,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
5OQE,True,"ENGINEEREDMUTATION, DELETION",True,"ENGINEEREDMUTATION, DELETION, CHROMOPHORE"
3P8U,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
4R6B,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
3TMT,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
4LJD,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
4LJB,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
5FVI,True,CONFLICT,True,"EXPRESSIONTAG, CHROMOPHORE, CONFLICT"
5DTL,True,ENGINEEREDMUTATION,True,"ENGINEEREDMUTATION, CHROMOPHORE"
5FVF,True,CONFLICT,True,"EXPRESSIONTAG, CHROMOPHORE, CONFLICT"
4HE4,False,,True,"EXPRESSIONTAG, CHROMOPHORE, SEEREMARK999"
2G6Y,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
2G6X,True,ENGINEERED,True,"CLONINGARTIFACT, ENGINEERED, CHROMOPHORE"
2G3O,False,,True,CHROMOPHORE
4ZB1,False,,False,
2GW3,False,,True,"EXPRESSIONTAG, CHROMOPHORE"
3MGF,False,,True,"EXPRESSIONTAG, CHROMOPHORE"
2ICR,True,ENGINEERED,True,"EXPRESSIONTAG, ENGINEERED, CHROMOPHORE"
2OGR,False,,True,"MODIFIEDRESIDUE, CHROMOPHORE"
2FL1,True,ENGINEERED,True,"ENGINEERED, SEEREMARK999"
1XA9,False,,True,CHROMOPHORE
2PXS,False,,True,CHROMOPHORE
2OJK,False,,True,CHROMOPHORE
1XAE,False,,True,CHROMOPHORE
5Y8R,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
2PXW,False,,True,CHROMOPHORE
5Y8Q,True,ENGINEEREDMUTATION,True,"EXPRESSIONTAG, CHROMOPHORE, ENGINEEREDMUTATION"
1C8Z,True,CONFLICT,True,CONFLICT
1I7E,True,CONFLICT,True,"CLONINGARTIFACT, CONFLICT"
2FIM,False,,True,EXPRESSIONTAG
3C5N,False,,False,
1S31,True,CONFLICT,True,CONFLICT
2Q4M,False,,True,MODIFIEDRESIDUE
1ZXU,False,,True,MODIFIEDRESIDUE
1TWF,False,,False,
1I50,False,,False,
1K83,False,,False,
1I3Q,False,,False,
1TWC,False,,False,
1TWA,False,,False,
1TWH,False,,False,
1I6H,False,,False,
1TWG,False,,False,
2NVY,False,,False,
2E2I,False,,False,
2NVT,False,,False,
2E2J,False,,False,
2VUM,False,,False,
2NVX,False,,False,
2B63,False,,False,
2YU9,False,,False,
2JA5,False,,False,
2JA7,False,,False,
2R92,False,,False,
2JA8,False,,False,
2R7Z,False,,False,
2R93,False,,False,
2JA6,False,,False,
2E2H,False,,False,
2NVZ,False,,False,
2B8K,False,,True,EXPRESSIONTAG
3S14,False,,False,
4C2M,False,,False,
4C3H,True,CONFLICT,True,CONFLICT
4C3I,True,CONFLICT,True,CONFLICT
1YNJ,False,,False,
1YNN,False,,False,
1I6V,True,"CONFLICT, DELETION",True,"CONFLICT, DELETION"
2GHO,False,,True,LINKER
4G7H,False,,True,EXPRESSIONTAG
1SMY,False,,False,
4G7O,False,,True,EXPRESSIONTAG
1IW7,False,,False,
4OIO,False,,True,EXPRESSIONTAG
5TMC,True,CONFLICT,True,CONFLICT
4Q4Z,False,,False,
4Q5S,False,,False,
2CW0,False,,False,
3CQZ,False,,False,
3M3Y,False,,False,
2NVQ,False,,False,
3S1N,False,,False,
3S1M,False,,False,
3RZO,False,,False,
2O5I,False,,False,
2O5J,False,,False,
2PPB,False,,False,
3DXJ,False,,True,VARIANT
2A6H,False,,False,
2BE5,False,,False,
2A68,False,,False,
2A69,False,,False,
3EQL,False,,False,
2A6E,False,,False,
5TMF,True,CONFLICT,True,CONFLICT
1ZYR,False,,False,
1VKY,False,,True,LEADERSEQUENCE
1WDI,False,,False,
1XQB,True,ENGINEERED,True,"MODIFIEDRESIDUE, ENGINEERED, CLONINGARTIFACT, EXPRESSIONTAG"
